readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
98614096-4639-4f9e-b26f-0e9e1e274247	unclassified	0	0	0	0	170	1
cbb3b513-cebe-415b-a541-840419f6f09f	unclassified	0	0	0	0	923	1
17b3dd7d-a34f-4ae2-a797-feb6cd4d7609	unclassified	0	0	0	0	603	1
493de80d-2e51-40b3-af69-882b8deeb0f9	unclassified	0	0	0	0	216	1
b58358e5-ca9f-4470-984b-5ba49a4ea5bd	unclassified	0	0	0	0	921	1
ec3909bf-567e-43dc-bbb6-69d5e0ab7ccc	unclassified	0	0	0	0	242	1
961bdcc5-017b-4b6c-80a0-0573a3dc14d6	unclassified	0	0	0	0	5342	1
93d8d5c5-f943-430c-91b6-26f50a91a267	unclassified	0	0	0	0	604	1
96fc262c-5d45-49ee-ab39-53320c78a6d3	unclassified	0	0	0	0	531	1
4ca03b0e-b125-4186-9b92-40977eed507b	unclassified	0	0	0	0	480	1
5936296a-da0c-44b3-a463-e69980c0587f	unclassified	0	0	0	0	710	1
0b0827ec-fa91-4e3e-bade-a892b44fc699	unclassified	0	0	0	0	600	1
765d0956-efb9-482d-ae2e-57b3fd83d1ad	unclassified	0	0	0	0	956	1
7cde8e43-5e88-48ce-aed0-600454d9ac8b	unclassified	0	0	0	0	498	1
6410845e-221e-4f3a-9a8c-a14759faa8b3	unclassified	0	0	0	0	690	1
7185741f-541d-468d-8dcc-eb7418c966b6	unclassified	0	0	0	0	991	1
90d744a8-768b-4488-8007-f10bb5a64f6d	unclassified	0	0	0	0	239	1
907f4799-b4f9-42bd-8091-48347f80ecd1	unclassified	0	0	0	0	1908	1
d8746105-f8e4-4a59-ab2b-ec00fa4753ab	unclassified	0	0	0	0	278	1
bc653992-7a41-467a-b13b-3695f98d6799	unclassified	0	0	0	0	788	1
4b98074f-ba63-426b-8950-8f9c714715f9	unclassified	0	0	0	0	2697	1
a7e58c6d-79c7-4b57-8e72-bfe8bf7822c2	unclassified	0	0	0	0	1624	1
87e49dbc-6146-4073-b899-69f5b57cd20e	unclassified	0	0	0	0	331	1
7bdaae36-8176-4dba-b639-23d350faf75a	unclassified	0	0	0	0	420	1
9918a20c-1eb1-4e40-83ec-d13368988b5f	unclassified	0	0	0	0	8040	1
9b90ee8f-aa8b-4e0e-82c4-ab106420f699	unclassified	0	0	0	0	3764	1
43620a25-bd1b-4a9c-a4c8-f4b8eb91964e	unclassified	0	0	0	0	425	1
dff7a2e6-88fd-46df-8ac2-c7222494bd07	unclassified	0	0	0	0	652	1
d70f43ba-8e5b-48e5-bc97-603849158a1e	unclassified	0	0	0	0	157	1
ac961409-41c4-42dd-baf0-b77842b12a0b	unclassified	0	0	0	0	1140	1
30e0045c-2b92-4597-be6a-6af81c85bc46	unclassified	0	0	0	0	1109	1
d15ad77c-b818-4da7-bc3f-0adea65ad686	unclassified	0	0	0	0	338	1
b17a8f37-bfae-45d5-8cc2-064f1f890fb6	unclassified	0	0	0	0	1258	1
2edd7248-bea5-4be6-8bd2-a0e5789d0331	unclassified	0	0	0	0	1949	1
7e5d4e5f-5069-4fde-9a0f-a1d477dad7c4	unclassified	0	0	0	0	1937	1
33e91561-ef2d-49a3-90ec-5668c0075bb1	unclassified	0	0	0	0	657	1
60e93141-e973-44bd-8bac-ed4c735ed51e	unclassified	0	0	0	0	5744	1
971ec73c-894a-4e46-8c7d-7fcade1fd05d	unclassified	0	0	0	0	263	1
26415671-5f92-4b31-8244-4fb6cccd9178	unclassified	0	0	0	0	329	1
297a7fd0-5c72-4d82-9473-ab47178c4f16	unclassified	0	0	0	0	249	1
1e3777b0-a21f-472d-9c0c-6a266777a8c4	unclassified	0	0	0	0	1390	1
eb33ec8f-892a-4f8b-81e7-e19a9db840a4	unclassified	0	0	0	0	282	1
5b61598c-6c15-4d32-b0fd-5633ad84bec4	unclassified	0	0	0	0	3305	1
5c0f3d00-0347-4f86-9b6e-2b3a2ad55ce8	unclassified	0	0	0	0	2122	1
5b76a0ed-93ad-4569-8efa-23a158606530	unclassified	0	0	0	0	255	1
8d680294-7299-47e7-9bd8-d919d00773cf	unclassified	0	0	0	0	310	1
6b882d5e-3cae-41d3-8c44-dc0bcb274351	unclassified	0	0	0	0	823	1
af296a09-ad5a-4840-bd98-d7b42aa0b58c	unclassified	0	0	0	0	668	1
5b298ccd-6d72-496e-89f3-0e4997a33da3	unclassified	0	0	0	0	1973	1
c516948f-7233-4994-af9f-01099f7c79c8	unclassified	0	0	0	0	265	1
76458929-5e21-4b77-82ed-727e7f06b0e0	unclassified	0	0	0	0	7579	1
7fe590d7-ff04-4a7a-b15d-62a3368762d4	unclassified	0	0	0	0	439	1
a6472077-a7f7-42e2-bfd0-8cd9e340f7a0	unclassified	0	0	0	0	1104	1
3861866d-2318-4312-89f1-054eb752e5d9	unclassified	0	0	0	0	592	1
7621e425-5c8d-4ab8-bb1f-d59005fb0030	unclassified	0	0	0	0	270	1
5c5eef37-6b27-4bae-86ed-c2e42484bddf	unclassified	0	0	0	0	361	1
5ede44f2-61ea-40b6-a8da-21b3e9828849	unclassified	0	0	0	0	499	1
d5006441-9052-4426-99e5-a9017191d8af	unclassified	0	0	0	0	361	1
14a8d430-de4d-44b2-bbf3-9c47142c6bc9	unclassified	0	0	0	0	1525	1
a0299fef-106b-46d1-93ec-5b9d8ef9b310	unclassified	0	0	0	0	265	1
10c79721-1831-4ca2-96c5-ad5481856463	NC_050730.1	48254	169	0	28	138	1
a9a36165-2e5c-4437-b0a4-72487c365a92	unclassified	0	0	0	0	8914	1
