tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group
39691	Mycolicibacterium moriokaense	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
641783	Zhongshania guokunii	Zhongshania	Spongiibacteraceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2202421	Micromonospora acroterricola	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1218494	Lactobacillus helsingborgensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1337860	Virgibacillus ainsalahensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
28084	Legionella cherrii	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Pseudomonadota		Bacteria			
402884	Cereibacter changlensis	Cereibacter	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
610254	Desulfosoma caldarium	Desulfosoma	Syntrophobacteraceae	Syntrophobacterales	Syntrophobacteria	Thermodesulfobacteriota		Bacteria			
2480627	Enterococcus florum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
93380	Pseudaminobacter defluvii	Pseudaminobacter	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
273032	Bacillus taeanensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1680762	Ventosimonas gracilis	Ventosimonas	Ventosimonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
324621	Jimgerdemannia lactiflua	Jimgerdemannia	Endogonaceae	Endogonales	Endogonomycetes	Mucoromycota	Opisthokonta	Eukaryota			
543890	Gracilibacillus saliphilus	Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1506153	Triadelphia heterospora	Triadelphia			Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
933063	Dichotomicrobium thermohalophilum	Dichotomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
58918	Golubevia pallescens	Golubevia	Golubeviaceae	Golubeviales	Exobasidiomycetes	Basidiomycota	Opisthokonta	Eukaryota			
1354	Enterococcus hirae	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2248761	Pelagibacterium sediminicola	Pelagibacterium	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2652282	Peptostreptococcus porci	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
576574	Yamadamyces rosulatus	Yamadamyces	Kriegeriaceae	Kriegeriales	Microbotryomycetes	Basidiomycota	Opisthokonta	Eukaryota			
122960	Alicyclobacillus herbarius	Alicyclobacillus	Alicyclobacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
344736	Salipiger bermudensis	Salipiger	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2697499	Dietzia massiliensis	Dietzia	Dietziaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
57487	Pseudothermotoga hypogea	Pseudothermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota		Bacteria			
571255	Brucella thiophenivorans	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2490412	Micromonospora fluminis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1544695	Rosenbergiella collisarenosi	Rosenbergiella	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2775437	Cordyceps cocoonihabita	Cordyceps	Cordycipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
1765967	Acidihalobacter ferrooxydans	Acidihalobacter	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Pseudomonadota		Bacteria			
78596	Narasimhella hyalinospora	Narasimhella	Gymnoascaceae	Onygenales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
1304420	Fibroporia albicans	Fibroporia	Fibroporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
348826	Natronorubrum aibiense	Natronorubrum	Natrialbaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
1416779	Epilithonimonas zeae	Epilithonimonas	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
747543	Hamigera paravellanea	Hamigera	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
327743	Absidia psychrophilia	Absidia	Cunninghamellaceae	Mucorales	Mucoromycetes	Mucoromycota	Opisthokonta	Eukaryota			
682400	Natranaerovirga pectinivora	Natranaerovirga	Natranaerovirgaceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
2725666	Mesorhizobium terrae	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
66867	Streptomyces albovinaceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria		Streptomyces albovinaceus subgroup	Streptomyces griseus group
538382	Pelagerythrobacter marinus	Pelagerythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1987584	Shewanella carassii	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
578290	Rhizobium endophyticum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
478807	Borreliella americana	Borreliella	Borreliaceae	Spirochaetales	Spirochaetia	Spirochaetota		Bacteria			
2037914	Pararhizobium haloflavum	Pararhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1096341	Fonticella tunisiensis	Fonticella	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
281739	Idiomarina seosinensis	Idiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
417203	Mycetohabitans endofungorum	Mycetohabitans	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
3064234	Desikacharya kailashaharensis	Desikacharya	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
1445614	Actinotignum sanguinis	Actinotignum	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1600	Lactobacillus acetotolerans	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
53321	Desulfocapsa thiozymogenes	Desulfocapsa	Desulfocapsaceae	Desulfobulbales	Desulfobulbia	Thermodesulfobacteriota		Bacteria			
1544718	Haloferax profundi	Haloferax	Haloferacaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
39493	Clostridium tarantellae	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
2950311	Pseudoaliinostoc yunnanense	Pseudoaliinostoc	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
2750996	Bifidobacterium apousia	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
211669	Psychromonas hadalis	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
446787	Actinopolymorpha rutila	Actinopolymorpha	Actinopolymorphaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1570282	Kangiella chungangensis	Kangiella	Kangiellaceae	Kangiellales	Gammaproteobacteria	Pseudomonadota		Bacteria			
53647	Wickerhamomyces bovis	Wickerhamomyces	Wickerhamomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
44251	Paenibacillus durus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
241145	Salegentibacter holothuriorum	Salegentibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2957605	Chloridium cuneatum	Chloridium	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2590399	Wojnowiciella lonicerae	Wojnowiciella	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1353889	Achromobacter pestifer	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2717594	Montagnula chromolaenae	Montagnula	Didymosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
2014920	Streptomyces capitiformicae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1707435	Pedobacter solisilvae	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
2774876	Marivivens aquimaris	Marivivens	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
44001	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor	Caldicellulosiruptoraceae	Caldicellulosiruptorales		Bacillota	Terrabacteria group	Bacteria			
173053	Phycicoccus duodecadis	Phycicoccus	Intrasporangiaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2875539	Arachidicoccus terrestris	Arachidicoccus	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
416170	Azospirillum rugosum	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1521427	Serratia myotis	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1783	Mycobacterium scrofulaceum	Mycobacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2931970	Amphirytos necridicus	Amphirytos	Oculatellaceae	Oculatellales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
333728	Streptomyces erringtonii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
444918	Psychromonas japonica	Psychromonas	Psychromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
673561	Pseudonocardia mongoliensis	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2654845	Pseudomonas xionganensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2306975	Bifidobacterium goeldii	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
90730	Desulfosarcina cetonica	Desulfosarcina	Desulfosarcinaceae	Desulfobacterales	Desulfobacteria	Thermodesulfobacteriota		Bacteria			
45606	[Candida] glucosophila		Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta	Eukaryota			
2782351	Chryseosolibacter indicus	Chryseosolibacter	Chryseotaleaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
2871826	Symbiopectobacterium purcellii	Symbiopectobacterium	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	ant, tsetse, mealybug, aphid, etc. endosymbionts	Bacteria			
2528015	Rubripirellula tenax	Rubripirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	PVC group	Bacteria			
491949	Marinomonas alcarazii	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1472765	Peptoniphilus obesi	Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Bacillota	Terrabacteria group	Bacteria			
192656	Rhynchogastrema noutii	Rhynchogastrema	Rhynchogastremaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
1778666	Azohydromonas riparia	Azohydromonas	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
439612	Daeguia caeni	Daeguia	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
158891	Rhizobium indigoferae	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1543	Clostridium oceanicum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1462571	Bacteroides gallinaceum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
1273132	Liberibacter crescens	Liberibacter	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1034	Afipia clevelandensis	Afipia	Nitrobacteraceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2655001	Alkalibaculum sporogenes	Alkalibaculum	Eubacteriaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
948106	Paraburkholderia dilworthii	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2759165	Pseudomonas guryensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
416016	Flavobacterium cucumis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2782349	Chryseosolibacter histidini	Chryseosolibacter	Chryseotaleaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
2219658	Promicromonospora panici	Promicromonospora	Promicromonosporaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
118574	Derxomyces waltii	Derxomyces	Bulleribasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
979762	Gamsiella stylospora	Gamsiella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Opisthokonta	Eukaryota			
1001822	Cupriavidus agavae	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
119981	Propionibacterium australiense	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1735589	Nocardioides gilvus	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
157838	Heyndrickxia shackletonii	Heyndrickxia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1770545	Dyella amyloliquefaciens	Dyella	Rhodanobacteraceae	Lysobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
587739	Yaniella soli	Yaniella	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
460257	Aeromicrobium ponti	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
57732	Enterococcus asini	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
418008	Methanosarcina horonobensis	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Stenosarchaea group	Archaea			
899	Desulfomicrobium baculatum	Desulfomicrobium	Desulfomicrobiaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota		Bacteria			
490629	Amycolatopsis marina	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1232426	[Collinsella] massiliensis	Enorma	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Terrabacteria group	Bacteria			
314263	Roseovarius nubinhibens	Roseovarius	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
862644	Priestia paraflexa	Priestia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1883175	Calcarisporium cordycipiticola	Calcarisporium		Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
1395957	Sphingobium endophyticum	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1653334	Saliniramus fredricksonii	Saliniramus	Salinarimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
35835	Hydrogenobacter hydrogenophilus	Hydrogenobacter	Aquificaceae	Aquificales	Aquificia	Aquificota		Bacteria			
83771	Succinivibrio dextrinosolvens	Succinivibrio	Succinivibrionaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
106	Runella slithyformis	Runella	Spirosomataceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
2501299	Ancylomarina salipaludis	Ancylomarina	Marinifilaceae	Marinilabiliales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
182180	Aromatoleum anaerobium	Aromatoleum	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota		Bacteria			
1036749	Neoacremonium minutisporum	Neoacremonium	Neoacremoniaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
34007	Paracoccus versutus	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1526572	Aquisalinus flavus	Aquisalinus	Parvularculaceae	Parvularculales	Alphaproteobacteria	Pseudomonadota		Bacteria			
745311	Primorskyibacter sedentarius	Primorskyibacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
51362	Mycoplasmopsis adleri	Mycoplasmopsis	Metamycoplasmataceae	Mycoplasmoidales		Mycoplasmatota	Terrabacteria group	Bacteria			
96499	Barnettozyma hawaiiensis	Barnettozyma	Phaffomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
284582	Alkalibacillus salilacus	Alkalibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2133971	Alternaria hampshirensis	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1522140	Nocardia xestospongiae	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
398555	Agrilactobacillus composti	Agrilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
52773	Schaalia meyeri	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
761	Pasteurella testudinis	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Pseudomonadota		Bacteria			
231439	Pseudodesulfovibrio portus	Pseudodesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota		Bacteria			
68043	Streptomyces libani	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
119858	Bacillus sonorensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			Bacillus subtilis group
69823	Selenomonas sputigena	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Bacillota	Terrabacteria group	Bacteria			
1538146	Alteriqipengyuania lutimaris	Alteriqipengyuania	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1050199	Salinispora oceanensis	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1363	Lactococcus garvieae	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1737063	Brumimicrobium aurantiacum	Brumimicrobium	Crocinitomicaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
159731	Thermovenabulum ferriorganovorum	Thermovenabulum	Thermosediminibacteraceae	Thermosediminibacterales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
2886089	Stenomitos pantisii	Stenomitos	Leptolyngbyaceae	Leptolyngbyales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
363841	Sphingopyxis panaciterrae	Sphingopyxis	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
290112	Xenorhabdus szentirmaii	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
456455	Bizionia argentinensis	Bizionia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
659	Photobacterium phosphoreum	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2080757	Corynebacterium pseudopelargi	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1079859	Pseudarcicella hirudinis	Pseudarcicella	Flectobacillaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
1130051	Jattaea discreta	Jattaea	Calosphaeriaceae	Calosphaeriales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2714938	Nocardioides piscis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
930152	Litchfieldia salsa	Litchfieldia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1607954	Aliiglaciecola aliphaticivorans	Aliiglaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
394858	Genolevuria bromeliarum	Genolevuria	Bulleraceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
218538	Dialister invisus	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Bacillota	Terrabacteria group	Bacteria			
1114980	Spiroplasma atrichopogonis	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Mycoplasmatota	Terrabacteria group	Bacteria			
35752	Actinoplanes philippinensis	Actinoplanes	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
69473	Paracholeplasma vituli	Paracholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Mycoplasmatota	Terrabacteria group	Bacteria			
1347366	Clostridium massiliamazoniense	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
350894	Flavobacterium suncheonense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1436998	Nitrospira lenta	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospiria	Nitrospirota		Bacteria			
2544952	Cadophora lacrimiformis	Cadophora	Ploettnerulaceae	Helotiales	Leotiomycetes	Ascomycota	Opisthokonta	Eukaryota			
2739057	Halorubrum salinarum	Halorubrum	Haloferacaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
2499220	Mycoplasma enhydrae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Mycoplasmatota	Terrabacteria group	Bacteria			
2048003	Alteromonas flava	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
37327	Nocardia brevicatena	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
90245	Oligella urethralis	Oligella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
44752	Rhodococcus wratislaviensis	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1181840	Desulfohalophilus alkaliarsenatis	Desulfohalophilus	Desulfohalobiaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota		Bacteria			
632569	Saccharomonospora marina	Saccharomonospora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1197866	Mucor aligarensis	Mucor	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Opisthokonta	Eukaryota			
1892557	Larkinella ripae	Larkinella	Spirosomataceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
2282308	Runella aurantiaca	Runella	Spirosomataceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
90264	Mucor ramosissimus	Mucor	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Opisthokonta	Eukaryota			
1679170	Peribacillus loiseleuriae	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1126241	Halorientalis brevis	Halorientalis	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Stenosarchaea group	Archaea			
67356	Streptomyces resistomycificus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			Streptomyces aurantiacus group
1144478	Vreelandella lionensis	Vreelandella	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1712410	Thermanaerosceptrum fracticalcis	Thermanaerosceptrum	Peptococcaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1501332	Oribacterium asaccharolyticum	Oribacterium	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1184706	Micromonospora sonneratiae	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
119000	Modicisalibacter muralis	Modicisalibacter	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2434	Roseobacter denitrificans	Roseobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
439312	Mucor flavus	Mucor	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Opisthokonta	Eukaryota			
244365	Methylohalobius crimeensis	Methylohalobius	Methylothermaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota		Bacteria			
528191	Paenibacillus xylanexedens	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
102235	Cyanobacterium stanieri	Cyanobacterium	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
1463165	Klebsiella quasipneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
632935	Paracoccus niistensis	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
91915	Asaia bogorensis	Asaia	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2126493	Paraophiobolus plantaginis	Paraophiobolus	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
