tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group
2716870	Parahaliea maris	Parahaliea	Halieaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2976508	Phialoturbella aquilunata	Phialoturbella	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
1674310	Peribacillus cavernae	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
90244	Oligella ureolytica	Oligella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
204891	Nocardia iowensis	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1521118	Okibacterium endophyticum	Okibacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
28446	Anaerotignum propionicum	Anaerotignum	Anaerotignaceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
687845	Sphingobacterium ginsenosidimutans	Sphingobacterium	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
147645	Paracoccus yeei	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
115786	[Candida] orba	Phaffomyces	Phaffomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
653745	Rheinheimera aquatica	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2697657	Micromonospora rubida	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
570279	Terrimonas aquatica	Terrimonas	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
1936061	Virgibacillus marseillensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2716944	Neoascochyta dactylidis	Neoascochyta	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
453852	Galbibacter orientalis	Galbibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2067419	Cronbergia amazonensis	Cronbergia	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
549003	Natribacillus halophilus	Natribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2774015	Pectobacterium quasiaquaticum	Pectobacterium	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
578220	Virgibacillus zhanjiangensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
411959	Virgibacillus chiguensis	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
361041	Devosia soli	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2015348	Burkholderia aenigmatica	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			Burkholderia cepacia complex
508460	Cloacibacillus evryensis	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistota		Bacteria			
995050	Desulfobaculum xiamenense	Desulfobaculum	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota		Bacteria			
1448266	Corynebacterium tapiri	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
110937	Rathayibacter festucae	Rathayibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1426	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2583823	Salidesulfovibrio onnuriiensis	Salidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota		Bacteria			
1495146	Frondibacter aureus	Frondibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
987	Aquimarina latercula	Aquimarina	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1229971	Glaciimonas singularis	Glaciimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
49331	Wickerhamiella pararugosa	Wickerhamiella	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta	Eukaryota			
2820710	Psychrosphaera ytuae	Psychrosphaera	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2080751	Clostridium cagae	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1341696	Rehaibacterium terrae	Rehaibacterium	Lysobacteraceae	Lysobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
326069	Christiangramia portivictoriae	Christiangramia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2593957	Chitinophaga vietnamensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
67283	Streptomyces candidus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2738844	Polaribacter pectinis	Polaribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2668039	Glaciihabitans arcticus	Glaciihabitans	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1282438	Methylopila oligotropha	Methylopila	Methylopilaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
33047	Bartonella vinsonii	Bartonella	Bartonellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
126385	Providencia alcalifaciens	Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
59561	Trueperella bernardiae	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
68272	Streptomyces sulfonofaciens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2044885	Azospirillum palustre	Azospirillum	Azospirillaceae	Rhodospirillales	Alphaproteobacteria	Pseudomonadota		Bacteria			
282197	Jannaschia rubra	Jannaschia	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
433649	Nocardioides marmoribigeumensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
684552	Agrococcus carbonis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1194211	Wickerhamomyces subpelliculosus	Wickerhamomyces	Wickerhamomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
2605921	Novakomyces olei	Novakomyces				Ascomycota	Opisthokonta	Eukaryota			
1325931	Oikeobacillus pervagus	Oikeobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1120994	Anaerosphaera aminiphila	Anaerosphaera	Peptoniphilaceae	Tissierellales	Tissierellia	Bacillota	Terrabacteria group	Bacteria			
2675051	Chitinophaga aurantiaca	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
2898423	Flavobacterium salilacus	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2583532	Martelella lutilitoris	Martelella	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
214856	Alistipes finegoldii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
36808	Corynebacterium bovis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
157691	Leptotrichia shahii	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota		Bacteria			
2654979	Paenibacillus germinis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1521	Ruminiclostridium cellulolyticum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
44012	Ferrimonas balearica	Ferrimonas	Ferrimonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1708542	Wallemia canadensis	Wallemia	Wallemiaceae	Wallemiales	Wallemiomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2689078	Paenibacillus turpanensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1770053	Chitinasiproducens palmae	Chitinasiproducens	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
682667	Nocardia coeliaca	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1006	Marivirga tractuosa	Marivirga	Marivirgaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
285110	Carboxydocella sporoproducens	Carboxydocella	Clostridiales Family XVI. Incertae Sedis	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1862094	Paenibacillus tumbae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2070366	Micromonospora deserti	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1608957	Euzebya pacifica	Euzebya	Euzebyaceae	Euzebyales	Nitriliruptoria	Actinomycetota	Terrabacteria group	Bacteria			
28130	Prevotella disiens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
2697065	Austropostia subpunctata	Austropostia	Postiaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
194702	Cardiobacterium valvarum	Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Pseudomonadota		Bacteria			
696760	Pelagimonas varians	Pelagimonas	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
452529	Streptomyces scopuliridis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1465823	Noviherbaspirillum massiliense	Noviherbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
445930	Trueperella abortisuis	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
570278	Allobacillus halotolerans	Allobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
28064	Heliobacterium mobile	Heliobacterium	Heliobacteriaceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
28108	Alteromonas macleodii	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
1777132	Caballeronia peredens	Caballeronia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
39479	[Clostridium] herbivorans	Lachnoclostridium	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
168480	Gordonia namibiensis	Gordonia	Gordoniaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1434752	Arcticibacter eurypsychrophilus	Arcticibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
1679444	Akkermansia glycaniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiia	Verrucomicrobiota	PVC group	Bacteria			
34015	Blastomonas natatoria	Blastomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
755175	Shewanella seohaensis	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
49332	Groenewaldozyma salmanticensis	Groenewaldozyma	Trichomonascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Opisthokonta	Eukaryota			
46187	Streptosporangium longisporum	Streptosporangium	Streptosporangiaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2485534	Paracylindrocarpon xishuangbannaensis	Paracylindrocarpon	Bionectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2093857	Dysosmobacter welbionis	Dysosmobacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Terrabacteria group	Bacteria			
1398	Heyndrickxia coagulans	Heyndrickxia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1920899	Jindonia aestuariivivens	Jindonia	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1131609	Pseudoalteromonas xishaensis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2791986	Limnobaculum allomyrinae	Limnobaculum	Budviciaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2572577	Salinimonas iocasae	Salinimonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
118322	Lyngbya aestuarii	Lyngbya	Microcoleaceae	Oscillatoriales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
437900	Pseudomonas marincola	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
228899	Peribacillus asahii	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2562860	Algibacter onchidii	Algibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2547397	Antarcticimicrobium luteum	Antarcticimicrobium	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2859768	Echinicola marina	Echinicola	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
53683	Starmera pachycereana	Starmera	Phaffomycetaceae	Phaffomycetales	Saccharomycetes	Ascomycota	Opisthokonta	Eukaryota			
1983105	Lusitaniella coriacea	Lusitaniella	Lusitaniellaceae	Spirulinales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
2759952	Stenomitos hiloensis	Stenomitos	Leptolyngbyaceae	Leptolyngbyales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
623148	Alternaria soliaridae	Alternaria	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
1528099	Lawsonella clevelandensis	Lawsonella	Lawsonellaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1245524	Oceanobacillus halophilum	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
300560	Isoptericola halotolerans	Isoptericola	Promicromonosporaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
859059	Aliidiomarina haloalkalitolerans	Aliidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
2048551	Mycobacterium neumannii	Mycobacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
187328	Veillonella montpellierensis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Bacillota	Terrabacteria group	Bacteria			
683354	Candidimonas nitroreducens	Candidimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
2493119	Bifidobacterium xylocopae	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
34405	Colletotrichum dematium	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
5480	Candida parapsilosis	Candida	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta	Eukaryota			
1167604	Yinghuangia catbensis	Yinghuangia	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1121000	Andreprevotia lacus	Andreprevotia	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota		Bacteria			
1329640	Alkalispirochaeta odontotermitis	Alkalispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetota		Bacteria			
561879	Bacillus safensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1435069	Vibrio tritonius	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
53410	Pseudomonas ficuserectae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota		Bacteria		Pseudomonas syringae group genomosp. 2	Pseudomonas syringae group
2486017	Loigolactobacillus zhaoyuanensis	Loigolactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1867109	Spirosoma luteolum	Spirosoma	Cytophagaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
1862138	Pseudotenacibaculum haliotis	Pseudotenacibaculum	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1476025	Heyndrickxia vini	Heyndrickxia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
531940	Lentzea roselyniae	Lentzea	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
3081917	Neoheleiosa guizhouensis	Neoheleiosa	Monoblastiaceae	Monoblastiales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
230105	Methylophaga aminisulfidivorans	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota		Bacteria			
480931	Liquorilactobacillus capillatus	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
871961	Amycolatopsis hippodromi	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2315236	Rubrivivax pictus	Rubrivivax	Sphaerotilaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
28133	Prevotella nigrescens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
2739055	Oculatella crustae-formantes	Oculatella	Oculatellaceae	Oculatellales	Cyanophyceae	Cyanobacteriota	Terrabacteria group	Bacteria			
1198454	Aureimonas ferruginea	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
2590020	Sulfurimonas sediminis	Sulfurimonas	Sulfurimonadaceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota		Bacteria			
74706	Staphylococcus coagulans	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2728835	Luteolibacter luteus	Luteolibacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiia	Verrucomicrobiota	PVC group	Bacteria			
1449799	Pseudidiomarina halophila	Pseudidiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
28112	Tannerella forsythia	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	FCB group	Bacteria			
2315560	Khaleijomyces marinus	Khaleijomyces	Juncigenaceae	Torpedosporales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
235920	Sutcliffiella catenulata	Sutcliffiella	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2588991	Streptococcus symci	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2203219	Chitinophaga alhagiae	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria			
1571185	Marinithermofilum abyssi	Marinithermofilum	Thermoactinomycetaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1389218	Negadavirga shengliensis	Negadavirga	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
2993402	Ganoderma subflexipes	Ganoderma	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
2781856	Altererythrobacter flavalbus	Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
56804	Glaciecola punicea	Glaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
156978	Corynebacterium imitans	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1097322	Mucilaginibacter herbaticus	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
2530456	Pedobacter psychrodurus	Pedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	FCB group	Bacteria			
566293	Aliivibrio sifiae	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota		Bacteria			
72556	Achromobacter piechaudii	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
1325934	Actinomyces polynesiensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2483804	Lunatibacter salilacus	Lunatibacter	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
549000	Geomicrobium halophilum	Geomicrobium		Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1619872	Endoraecium tropicum	Endoraecium	Raveneliaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Opisthokonta	Eukaryota			
1189325	Oceanicella actignis	Oceanicella	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
546872	Microlunatus lucidus	Microlunatus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1348	Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2722701	Salinimicrobium nanhaiense	Salinimicrobium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2079234	Corynebacterium gerontici	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
71780	Sirobasidium magnum	Sirobasidium	Sirobasidiaceae	Tremellales	Tremellomycetes	Basidiomycota	Opisthokonta	Eukaryota			
1614635	Polaromonas eurypsychrophila	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
1172610	Allohumibacter endophyticus	Allohumibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2809051	Roseitranquillus sediminis	Roseitranquillus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
184756	Nocardia caishijiensis	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
265426	Pontibacillus chungwhensis	Pontibacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1605367	Jiulongibacter sediminis	Jiulongibacter	Leadbetterellaceae	Cytophagales	Cytophagia	Bacteroidota	FCB group	Bacteria			
285454	Streptomyces anandii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2483033	Parasedimentitalea marina	Parasedimentitalea	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
1775168	Flagellimonas marina	Flagellimonas	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
2599927	Francisella salimarina	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota		Bacteria			
27321	Metschnikowia australis	Metschnikowia	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Opisthokonta	Eukaryota			
3039565	Nothoroussoella irregularis	Nothoroussoella	Thyridariaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota			
2283192	Chloridium aseptatum	Chloridium	Chaetosphaeriaceae	Chaetosphaeriales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota			
2056226	Minwuia thermotolerans	Minwuia	Minwuiaceae	Minwuiales	Alphaproteobacteria	Pseudomonadota		Bacteria			
92947	Ketogulonicigenium robustum	Ketogulonicigenium	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota		Bacteria			
5438	Fellozyma inositophila	Fellozyma	Chrysozymaceae		Microbotryomycetes	Basidiomycota	Opisthokonta	Eukaryota			
670863	Nesterenkonia suensis	Nesterenkonia	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
219301	Brachybacterium muris	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
134964	Nocardia africana	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
2302415	Physisporinus sulphureus	Physisporinus	Meripilaceae	Polyporales	Agaricomycetes	Basidiomycota	Opisthokonta	Eukaryota			
90736	Moritella marina	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota		Bacteria			
378211	Methyloversatilis universalis	Methyloversatilis	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota		Bacteria			
1854641	Croceibacterium ferulae	Croceibacterium	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota		Bacteria			
42858	Mammaliicoccus lentus	Mammaliicoccus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
1119528	Methyloversatilis discipulorum	Methyloversatilis	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota		Bacteria			
1775131	Streptomyces ureilyticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Terrabacteria group	Bacteria			
1404	Priestia megaterium	Priestia	Bacillaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria			
2489054	Arenibacter aquaticus	Arenibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	FCB group	Bacteria			
1131567	Undibacterium squillarum	Undibacterium	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			
342113	Burkholderia oklahomensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota		Bacteria			pseudomallei group
